run_id,batch_id,timestamp,f_ge_Hz,f_ef_Hz,f_gf_Hz,P_pump_dBm,P_ge_dBm,P_ef_dBm,phi_ge_rad,phi_ef_rad,phi_gf_rad,T2star_ns,T1_ns,contrast,fit_ok,temp_mK,fridge_cycle_id,resonator_Q,notes
synth_00043,batch_synth_v1,2025-09-30T15:58:03.542746,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-58.75,0.0,0.0,0.0,113.21354415028216,298.150465553719,0.6584945366493878,True,15.0,demo_cycle,8000.0,
synth_00044,batch_synth_v1,2025-09-30T15:58:03.542755,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-57.5,0.0,0.0,0.0,98.74172893839733,298.79969048664725,0.6632702691677652,True,15.0,demo_cycle,8000.0,
synth_00045,batch_synth_v1,2025-09-30T15:58:03.542770,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-56.25,0.0,0.0,0.0,105.47975187758422,299.373601989391,0.6683636049859161,True,15.0,demo_cycle,8000.0,
synth_00046,batch_synth_v1,2025-09-30T15:58:03.542785,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-55.0,0.0,0.0,0.0,123.94207217378981,299.8582170339569,0.6737088434681439,True,15.0,demo_cycle,8000.0,
synth_00047,batch_synth_v1,2025-09-30T15:58:03.542798,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-53.75,0.0,0.0,0.0,118.09803544021818,300.24172824986766,0.6792370346023603,True,15.0,demo_cycle,8000.0,
synth_00048,batch_synth_v1,2025-09-30T15:58:03.542807,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-52.5,0.0,0.0,0.0,125.03824491177025,300.5147916040412,0.6848768684092635,True,15.0,demo_cycle,8000.0,
synth_00049,batch_synth_v1,2025-09-30T15:58:03.542822,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-51.25,0.0,0.0,0.0,101.51476073030854,300.6707540628528,0.6905555947935199,True,15.0,demo_cycle,8000.0,
synth_00050,batch_synth_v1,2025-09-30T15:58:03.542839,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-50.0,0.0,0.0,0.0,131.9484758993942,300.705815689523,0.6961999619714828,True,15.0,demo_cycle,8000.0,
synth_00051,batch_synth_v1,2025-09-30T15:58:03.542853,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-48.75,0.0,0.0,0.0,108.81986110695956,300.61912222742,0.7017371613703549,True,15.0,demo_cycle,8000.0,
synth_00052,batch_synth_v1,2025-09-30T15:58:03.542862,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-47.5,0.0,0.0,0.0,120.69424456279656,300.41278591353796,0.7070957668102272,True,15.0,demo_cycle,8000.0,
synth_00053,batch_synth_v1,2025-09-30T15:58:03.542872,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-46.25,0.0,0.0,0.0,105.12165696784544,300.0918340150414,0.7122066558541712,True,15.0,demo_cycle,8000.0,
synth_00054,batch_synth_v1,2025-09-30T15:58:03.542886,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-45.0,0.0,0.0,0.0,120.79917660078597,299.66408634275416,0.7170039014415825,True,15.0,demo_cycle,8000.0,
synth_00055,batch_synth_v1,2025-09-30T15:58:03.542900,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-43.75,0.0,0.0,0.0,128.02791813139737,299.13996472590793,0.7214256223033013,True,15.0,demo_cycle,8000.0,
synth_00056,batch_synth_v1,2025-09-30T15:58:03.542915,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-42.5,0.0,0.0,0.0,119.56346512300762,298.5322390901885,0.72541478118872,True,15.0,demo_cycle,8000.0,
synth_00057,batch_synth_v1,2025-09-30T15:58:03.542931,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-41.25,0.0,0.0,0.0,113.81355257621351,297.85571632574505,0.7289199206082833,True,15.0,demo_cycle,8000.0,
synth_00058,batch_synth_v1,2025-09-30T15:58:03.542946,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-40.0,0.0,0.0,0.0,112.5917047220911,297.1268795257166,0.7318958266007889,True,15.0,demo_cycle,8000.0,
synth_00059,batch_synth_v1,2025-09-30T15:58:03.542961,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-38.75,0.0,0.0,0.0,110.1987572574932,296.3634863850241,0.7343041119633387,True,15.0,demo_cycle,8000.0,
synth_00060,batch_synth_v1,2025-09-30T15:58:03.542970,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-37.5,0.0,0.0,0.0,119.76046084065409,295.58413654421344,0.7361137114206577,True,15.0,demo_cycle,8000.0,
synth_00061,batch_synth_v1,2025-09-30T15:58:03.542979,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-36.25,0.0,0.0,0.0,122.22102214761914,294.8078184197713,0.7373012823464308,True,15.0,demo_cycle,8000.0,
synth_00062,batch_synth_v1,2025-09-30T15:58:03.542988,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-35.0,0.0,0.0,0.0,113.44898177433087,294.053446562136,0.7378515058676158,True,15.0,demo_cycle,8000.0,
synth_00063,batch_synth_v1,2025-09-30T15:58:03.542997,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-33.75,0.0,0.0,0.0,106.0501519298759,293.3394008134125,0.7377572844676918,True,15.0,demo_cycle,8000.0,
synth_00064,batch_synth_v1,2025-09-30T15:58:03.543006,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-32.5,0.0,0.0,0.0,119.38385509384996,292.6830784929526,0.7370198335398886,True,15.0,demo_cycle,8000.0,
synth_00065,batch_synth_v1,2025-09-30T15:58:03.543027,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-31.25,0.0,0.0,0.0,116.88576109802253,292.10047052154397,0.7356486657094252,True,15.0,demo_cycle,8000.0,
synth_00066,batch_synth_v1,2025-09-30T15:58:03.543045,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-30.0,0.0,0.0,0.0,123.32150639632982,291.60577181170265,0.733661468126987,True,15.0,demo_cycle,8000.0,
synth_00067,batch_synth_v1,2025-09-30T15:58:03.543059,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-28.75,0.0,0.0,0.0,121.31637816425538,291.2110354166866,0.7310838743162769,True,15.0,demo_cycle,8000.0,
synth_00068,batch_synth_v1,2025-09-30T15:58:03.543069,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-27.5,0.0,0.0,0.0,113.99787583066119,290.92587886469505,0.7279491335186519,True,15.0,demo_cycle,8000.0,
synth_00069,batch_synth_v1,2025-09-30T15:58:03.543080,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-26.25,0.0,0.0,0.0,103.72656867525926,290.75724983325296,0.7242976818000817,True,15.0,demo_cycle,8000.0,
synth_00070,batch_synth_v1,2025-09-30T15:58:03.543090,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-25.0,0.0,0.0,0.0,119.72634697294734,290.709256872992,0.7201766204528608,True,15.0,demo_cycle,8000.0,
synth_00071,batch_synth_v1,2025-09-30T15:58:03.543099,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-23.75,0.0,0.0,0.0,115.90457405848557,290.7830693051466,0.7156391084203464,True,15.0,demo_cycle,8000.0,
synth_00072,batch_synth_v1,2025-09-30T15:58:03.543108,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-22.5,0.0,0.0,0.0,103.36117340763082,290.97688873170574,0.710743676582037,True,15.0,demo_cycle,8000.0,
synth_00073,batch_synth_v1,2025-09-30T15:58:03.543117,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-21.25,0.0,0.0,0.0,108.39661525099146,291.28599285235947,0.705553472744256,True,15.0,demo_cycle,8000.0,
synth_00074,batch_synth_v1,2025-09-30T15:58:03.543140,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-20.0,0.0,0.0,0.0,112.63928733501481,291.7028505206658,0.7001354470755592,True,15.0,demo_cycle,8000.0,
synth_00075,batch_synth_v1,2025-09-30T15:58:03.543156,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-18.75,0.0,0.0,0.0,115.0446404963971,292.2173052361586,0.6945594884942042,True,15.0,demo_cycle,8000.0,
synth_00076,batch_synth_v1,2025-09-30T15:58:03.543167,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-17.5,0.0,0.0,0.0,125.09984722899789,292.8168226017163,0.6888975231477086,True,15.0,demo_cycle,8000.0,
synth_00077,batch_synth_v1,2025-09-30T15:58:03.543175,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-16.25,0.0,0.0,0.0,118.69505527301375,293.4867957170329,0.6832225866135088,True,15.0,demo_cycle,8000.0,
synth_00078,batch_synth_v1,2025-09-30T15:58:03.543185,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-15.0,0.0,0.0,0.0,129.8709148041553,294.2109010674526,0.6776078817887128,True,15.0,demo_cycle,8000.0,
synth_00079,batch_synth_v1,2025-09-30T15:58:03.543195,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-13.75,0.0,0.0,0.0,120.71829722659707,294.97149623713835,0.6721258346215417,True,15.0,demo_cycle,8000.0,
synth_00080,batch_synth_v1,2025-09-30T15:58:03.543204,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-12.5,0.0,0.0,0.0,109.12690896845481,295.75004975651973,0.6668471598648925,True,15.0,demo_cycle,8000.0,
synth_00081,batch_synth_v1,2025-09-30T15:58:03.543213,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-11.25,0.0,0.0,0.0,118.5529170021097,296.5275926110296,0.6618399489031797,True,15.0,demo_cycle,8000.0,
synth_00082,batch_synth_v1,2025-09-30T15:58:03.543224,5200000000.0,4900000000.0,10100000000.0,0.0,-58.75,-10.0,0.0,0.0,0.0,124.31990701334114,297.2851804103768,0.6571687914188818,True,15.0,demo_cycle,8000.0,
synth_00083,batch_synth_v1,2025-09-30T15:58:03.543250,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-60.0,0.0,0.0,0.0,107.0327279521517,297.0542282854135,0.6609307159740364,True,15.0,demo_cycle,8000.0,
synth_00084,batch_synth_v1,2025-09-30T15:58:03.543260,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-58.75,0.0,0.0,0.0,98.57217999938382,297.76294865155694,0.6653272414277255,True,15.0,demo_cycle,8000.0,
synth_00085,batch_synth_v1,2025-09-30T15:58:03.543269,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-57.5,0.0,0.0,0.0,120.22616375774125,298.4121735844852,0.6701029739461029,True,15.0,demo_cycle,8000.0,
synth_00086,batch_synth_v1,2025-09-30T15:58:03.543278,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-56.25,0.0,0.0,0.0,116.20149607725818,298.9860850872289,0.6751963097642537,True,15.0,demo_cycle,8000.0,
synth_00087,batch_synth_v1,2025-09-30T15:58:03.543287,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-55.0,0.0,0.0,0.0,128.73272954567878,299.47070013179484,0.6805415482464815,True,15.0,demo_cycle,8000.0,
synth_00088,batch_synth_v1,2025-09-30T15:58:03.543296,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-53.75,0.0,0.0,0.0,95.35554304363563,299.8542113477056,0.6860697393806979,True,15.0,demo_cycle,8000.0,
synth_00089,batch_synth_v1,2025-09-30T15:58:03.543306,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-52.5,0.0,0.0,0.0,115.07475728195905,300.1272747018791,0.6917095731876012,True,15.0,demo_cycle,8000.0,
synth_00090,batch_synth_v1,2025-09-30T15:58:03.543315,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-51.25,0.0,0.0,0.0,129.42688913462723,300.2832371606907,0.6973882995718576,True,15.0,demo_cycle,8000.0,
synth_00091,batch_synth_v1,2025-09-30T15:58:03.543324,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-50.0,0.0,0.0,0.0,120.57457128291483,300.3182987873609,0.7030326667498205,True,15.0,demo_cycle,8000.0,
synth_00092,batch_synth_v1,2025-09-30T15:58:03.543337,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-48.75,0.0,0.0,0.0,113.17402728971743,300.23160532525793,0.7085698661486926,True,15.0,demo_cycle,8000.0,
synth_00093,batch_synth_v1,2025-09-30T15:58:03.543346,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-47.5,0.0,0.0,0.0,109.4761338314016,300.0252690113759,0.7139284715885649,True,15.0,demo_cycle,8000.0,
synth_00094,batch_synth_v1,2025-09-30T15:58:03.543356,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-46.25,0.0,0.0,0.0,127.72688540279468,299.70431711287927,0.7190393606325088,True,15.0,demo_cycle,8000.0,
synth_00095,batch_synth_v1,2025-09-30T15:58:03.543365,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-45.0,0.0,0.0,0.0,126.26562170412626,299.2765694405921,0.7238366062199202,True,15.0,demo_cycle,8000.0,
synth_00096,batch_synth_v1,2025-09-30T15:58:03.543373,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-43.75,0.0,0.0,0.0,121.40683477759349,298.75244782374585,0.728258327081639,True,15.0,demo_cycle,8000.0,
synth_00097,batch_synth_v1,2025-09-30T15:58:03.543382,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-42.5,0.0,0.0,0.0,115.63598522835562,298.14472218802644,0.7322474859670577,True,15.0,demo_cycle,8000.0,
synth_00098,batch_synth_v1,2025-09-30T15:58:03.543391,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-41.25,0.0,0.0,0.0,130.70597168216605,297.468199423583,0.7357526253866209,True,15.0,demo_cycle,8000.0,
synth_00099,batch_synth_v1,2025-09-30T15:58:03.543400,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-40.0,0.0,0.0,0.0,120.63745833092221,296.73936262355454,0.7387285313791265,True,15.0,demo_cycle,8000.0,
synth_00100,batch_synth_v1,2025-09-30T15:58:03.543410,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-38.75,0.0,0.0,0.0,111.3307043680912,295.975969482862,0.7411368167416763,True,15.0,demo_cycle,8000.0,
synth_00101,batch_synth_v1,2025-09-30T15:58:03.543424,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-37.5,0.0,0.0,0.0,111.93446087765969,295.19661964205136,0.7429464161989954,True,15.0,demo_cycle,8000.0,
synth_00102,batch_synth_v1,2025-09-30T15:58:03.543434,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-36.25,0.0,0.0,0.0,122.10814000363035,294.42030151760923,0.7441339871247684,True,15.0,demo_cycle,8000.0,
synth_00103,batch_synth_v1,2025-09-30T15:58:03.543513,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-35.0,0.0,0.0,0.0,113.41492746577035,293.6659296599739,0.7446842106459535,True,15.0,demo_cycle,8000.0,
synth_00104,batch_synth_v1,2025-09-30T15:58:03.543525,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-33.75,0.0,0.0,0.0,109.77690575638289,292.95188391125043,0.7445899892460295,True,15.0,demo_cycle,8000.0,
synth_00105,batch_synth_v1,2025-09-30T15:58:03.543534,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-32.5,0.0,0.0,0.0,107.3554274306087,292.2955615907905,0.7438525383182263,True,15.0,demo_cycle,8000.0,
synth_00106,batch_synth_v1,2025-09-30T15:58:03.543543,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-31.25,0.0,0.0,0.0,101.38733589745169,291.7129536193819,0.7424813704877629,True,15.0,demo_cycle,8000.0,
synth_00107,batch_synth_v1,2025-09-30T15:58:03.543552,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-30.0,0.0,0.0,0.0,116.95937989649838,291.2182549095406,0.7404941729053246,True,15.0,demo_cycle,8000.0,
synth_00108,batch_synth_v1,2025-09-30T15:58:03.543561,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-28.75,0.0,0.0,0.0,105.97916306697095,290.82351851452455,0.7379165790946145,True,15.0,demo_cycle,8000.0,
synth_00109,batch_synth_v1,2025-09-30T15:58:03.543572,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-27.5,0.0,0.0,0.0,103.08417515193713,290.538361962533,0.7347818382969895,True,15.0,demo_cycle,8000.0,
synth_00110,batch_synth_v1,2025-09-30T15:58:03.543588,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-26.25,0.0,0.0,0.0,119.51619936393777,290.3697329310909,0.7311303865784193,True,15.0,demo_cycle,8000.0,
synth_00111,batch_synth_v1,2025-09-30T15:58:03.543598,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-25.0,0.0,0.0,0.0,97.64123822438052,290.3217399708299,0.7270093252311984,True,15.0,demo_cycle,8000.0,
synth_00112,batch_synth_v1,2025-09-30T15:58:03.543607,5200000000.0,4900000000.0,10100000000.0,0.0,-57.5,-23.75,0.0,0.0,0.0,101.46499846086463,290.39555240298455,0.722471813198684,True,15.0,demo_cycle,8000.0,
